provider_id,provider_id_check,npi,npi_check,first_name,first_name_check,last_name,last_name_check,credential,credential_check,full_name,full_name_check,primary_specialty,primary_specialty_check,practice_address_line1,practice_address_line1_check,practice_address_line2,practice_address_line2_check,practice_city,practice_city_check,practice_state,practice_state_check,practice_zip,practice_zip_check,practice_phone,practice_phone_check,mailing_address_line1,mailing_address_line1_check,mailing_address_line2,mailing_address_line2_check,mailing_city,mailing_city_check,mailing_state,mailing_state_check,mailing_zip,mailing_zip_check,license_number,license_number_check,license_state,license_state_check,license_expiration,license_expiration_check,accepting_new_patients,accepting_new_patients_check,board_certified,board_certified_check,years_in_practice,years_in_practice_check,medical_school,medical_school_check,residency_program,residency_program_check,last_updated,last_updated_check,taxonomy_code,taxonomy_code_check
PR_00272,not_found,9076769912,correct,Linda,correct,Jones,correct,MD,correct,"Linda Jones, MD",not_found,Urology,Y,9163 Main St,correct,,9163 Main St,Fresno,correct,CA,correct,92001,correct,(929) 866-1425,correct,9163 Main St,correct,,9163 Main St,Fresno,9163 Main St,CA,9163 Main St,92001,9163 Main St,A63884,correct,CA,correct,2024-04-22,EXPIRED:2024-04-22,No,2023-11-28,False,not_found,38,9163 Main St,University of Pennsylvania Perelman School of Medicine,correct,Johns Hopkins Hospital,correct,2025-07-12,2025-06-16,201649345X,207U00000X
PR_00273,not_found,2002496853,correct,Karen,correct,Jones,correct,DO,correct,"Karen Jones, DO",not_found,Psychiatry,Y,2065 Ventura Blvd,correct,,2065 Ventura Blvd,Fresno,correct,CA,correct,91001,correct,(347) 797-9866,correct,2065 Ventura Blvd,correct,,2065 Ventura Blvd,Fresno,2065 Ventura Blvd,CA,2065 Ventura Blvd,91001,2065 Ventura Blvd,A68277,correct,CA,correct,2024-01-16,EXPIRED:2024-01-16,Yes,2023-07-24,True,Psychiatry,31,2065 Ventura Blvd,Columbia University Vagelos College of Physicians and Surgeons,correct,UCLA Medical Center,correct,2025-04-06,2025-05-27,249503523X,207P00000X
PR_00274,not_found,5377959954,correct,John,correct,Singh,correct,DO,correct,"John Singh, DO",not_found,Pediatrics,Y,8309 York Ave,correct,,8309 York Ave,NEW YORK,correct,NY,correct,11202,correct,(424) 506-7859,correct,8309 York Ave,correct,,8309 York Ave,New York,8309 York Ave,NY,8309 York Ave,11202,8309 York Ave,060NY771670,correct,NY,correct,2024-02-17,EXPIRED:2024-02-17,No,2023-05-09,True,correct,7,8309 York Ave,UCSF School of Medicine,correct,Massachusetts General Hospital,not_found,2024-12-23,2025-03-14,229448158X,208000000X
PR_00275,not_found,6205015084,correct,Fatima,correct,Smith,correct,DO,correct,"Fatima Smith, DO",not_found,Neurology,Y,7644 Pico Blvd,correct,,7644 Pico Blvd,San Jose,correct,CA,correct,90004,correct,(718) 345-5760,correct,7644 Pico Blvd,correct,,7644 Pico Blvd,San Jose,7644 Pico Blvd,CA,7644 Pico Blvd,90004,7644 Pico Blvd,A53452,correct,CA,correct,2025-02-08,EXPIRED:2025-02-08,No,2024-07-13,True,Neurology,38,7644 Pico Blvd,NYU Grossman School of Medicine,correct,Massachusetts General Hospital,correct,2025-08-18,2025-04-24,226725819X,207T00000X
PR_00276,not_found,4102615347,correct,Christopher,correct,Jackson,correct,DO,correct,"Christopher Jackson, DO",not_found,Orthopedic Surgery,Y,4293 Central Park West,correct,,4293 Central Park West,Queens,correct,NY,correct,11201,correct,(310) 445-7056,correct,4293 Central Park West,correct,,4293 Central Park West,Queens,4293 Central Park West,NY,4293 Central Park West,11201,4293 Central Park West,060NY305507,correct,NY,correct,2023-02-14,EXPIRED:2023-02-14,No,2021-07-25,True,correct,34,4293 Central Park West,University of Michigan Medical School,correct,UCSF Medical Center,not_found,2024-09-03,2025-08-18,208774822X,207X00000X
PR_00277,not_found,9938425303,correct,James,correct,Martinez,correct,DO,correct,"James Martinez, DO",not_found,Internal Medicine,Y,3141 Ventura Blvd,correct,,3141 Ventura Blvd,Oakland,correct,CA,correct,91001,correct,626  486.3071,correct,3141 Ventura Blvd,correct,,3141 Ventura Blvd,Oakland,3141 Ventura Blvd,CA,3141 Ventura Blvd,91001,3141 Ventura Blvd,A93380,correct,CA,correct,2024-05-15,EXPIRED:2024-05-15,Unknown,2023-07-16,False,not_found,14,3141 Ventura Blvd,Stanford University School of Medicine,correct,Mount Sinai Hospital,correct,2024-09-28,2025-08-12,282528662X,207R00000X
PR_00278,not_found,7749690331,correct,David,correct,Hernandez,correct,DO PhD,correct,"David Hernandez, DO PhD",not_found,Nephrology,Y,8343 Beverly Dr,correct,,8343 Beverly Dr,Santa Ana,correct,CA,correct,94001,correct,(917) 662-4840,correct,8343 Beverly Dr,correct,,8343 Beverly Dr,Santa Ana,8343 Beverly Dr,CA,8343 Beverly Dr,94001,8343 Beverly Dr,A59005,correct,CA,correct,2025-12-12,correct,No,2025-09-01,True,Nephrology,20,8343 Beverly Dr,UCLA David Geffen School of Medicine,correct,UCSF Medical Center,correct,2024-11-14,2025-03-16,221100279X,207RN0300X
PR_00279,not_found,9567766575,correct,Fatima,correct,White,correct,MD PhD,correct,"Fatima White, MD PhD",not_found,Endocrinology,Y,2201 Fifth Ave,correct,,2201 Fifth Ave,Buffalo,correct,NY,correct,11203,correct,(929) 479-7264,correct,2201 Fifth Ave,correct,,2201 Fifth Ave,Buffalo,2201 Fifth Ave,NY,2201 Fifth Ave,11203,2201 Fifth Ave,060NY143141,correct,NY,correct,2025-08-10,EXPIRED:2025-08-10,Yes,2023-11-07,True,correct,29,2201 Fifth Ave,University of Pennsylvania Perelman School of Medicine,correct,NewYork-Presbyterian Hospital,not_found,2024-10-07,2025-03-16,210185574X,207RE0101X
PR_00280,not_found,4439284049,correct,Patricia,correct,Garcia,correct,MD PhD,correct,"Patricia Garcia, MD PhD",not_found,Emergency Medicine,Y,8402 Ventura Blvd,correct,,8402 Ventura Blvd,San Diego,correct,CA,correct,90005,correct,(347) 554-7616,correct,1169 Beverly Dr,8402 Ventura Blvd,Suite 301,8402 Ventura Blvd,Los Angeles,8402 Ventura Blvd,CA,8402 Ventura Blvd,94001,8402 Ventura Blvd,A98487,correct,CA,correct,2024-11-05,EXPIRED:2024-11-05,No,2024-10-19,True,Emergency Medicine,31,8402 Ventura Blvd,Yale School of Medicine,correct,Mayo Clinic,correct,2025-02-11,2025-05-31,230545068X,207P00000X
PR_00281,not_found,2924075535,correct,Joseph,correct,Wilson,correct,DO PhD,correct,"Joseph Wilson, DO PhD",not_found,Pathology,Y,9618 York Ave,correct,,9618 York Ave,Syracuse,correct,NY,correct,11203,correct,213- 635-7608,correct,3078 Second Ave,9618 York Ave,,9618 York Ave,Yonkers,9618 York Ave,NY,9618 York Ave,10004,9618 York Ave,060NY994376,correct,NY,correct,2023-03-03,EXPIRED:2023-03-03,Unknown,2022-09-08,False,correct,21,9618 York Ave,University of Michigan Medical School,correct,Massachusetts General Hospital,not_found,2024-11-16,2024-12-24,204323017X,207ZP0000X
PR_00282,not_found,2182097026,correct,Fatima,correct,Rodriguez,correct,DO,correct,"Fatima Rodriguez, DO",not_found,Pediatrics,Y,5411 Pico Blvd,correct,Suite 500,5411 Pico Blvd,Oakland,correct,CA,correct,92001,correct,(917) 271-7322,correct,6332 Hollywood Blvd,5411 Pico Blvd,,5411 Pico Blvd,Santa Ana,5411 Pico Blvd,CA,5411 Pico Blvd,90002,5411 Pico Blvd,A69183,correct,CA,correct,2024-09-15,EXPIRED:2024-09-15,No,2024-05-01,True,Pediatrics,15,5411 Pico Blvd,Columbia University Vagelos College of Physicians and Surgeons,correct,Johns Hopkins Hospital,correct,2025-01-13,2025-07-13,207711235X,208000000X
PR_00283,not_found,2346729942,correct,Patricia,correct,Singh,correct,MD,correct,"Patricia Singh, MD",not_found,Neurology,Y,6732 Second Ave,correct,Suite 528,6732 Second Ave,Queens,correct,NY,correct,10002,correct,(424) 407-9232,correct,6732 Second Ave,correct,Suite 528,6732 Second Ave,Queens,6732 Second Ave,NY,6732 Second Ave,10002,6732 Second Ave,060NY172103,correct,NY,correct,2025-03-07,EXPIRED:2025-03-07,Unknown,2024-09-05,False,correct,18,6732 Second Ave,University of Pennsylvania Perelman School of Medicine,correct,Massachusetts General Hospital,not_found,2025-06-21,2025-08-05,259825080X,207T00000X
PR_00284,not_found,4692632961,correct,David,correct,Sanchez,correct,DO,correct,"David Sanchez, DO",not_found,Pathology,Y,9327 First Ave,correct,,9327 First Ave,Syracuse,correct,NY,correct,11203,correct,(310) 593-4005,correct,9327 First Ave,correct,,9327 First Ave,Syracuse,9327 First Ave,NY,9327 First Ave,11203,9327 First Ave,060NY401897,correct,NY,correct,2025-07-23,EXPIRED:2025-07-23,Unknown,2024-04-08,True,correct,26,9327 First Ave,Harvard Medical School,correct,Cleveland Clinic,not_found,2025-06-14,2024-12-10,236745629X,207ZP0000X
PR_00285,not_found,8567243800,correct,Mohammed,correct,Sharma,correct,MD PhD,correct,"Mohammed Sharma, MD PhD",not_found,Cardiology,Y,1094 Hollywood Blvd,correct,,1094 Hollywood Blvd,Santa Ana,correct,CA,correct,92001,correct,(310) 227-2199,correct,1094 Hollywood Blvd,correct,,1094 Hollywood Blvd,Santa Ana,1094 Hollywood Blvd,CA,1094 Hollywood Blvd,92001,1094 Hollywood Blvd,A58330,correct,CA,correct,2023-06-06,EXPIRED:2023-06-06,Unknown,2023-01-19,False,not_found,25,1094 Hollywood Blvd,NYU Grossman School of Medicine,correct,UCSF Medical Center,correct,2025-05-26,2025-08-13,253240727X,207RC0000X
PR_00286,not_found,0912418627,correct,Michael,correct,Smith,correct,MD PhD,correct,"Michael Smith, MD PhD",not_found,Oncology,Y,2237 Third Ave,3970 Central Park West,,3970 Central Park West,Syracuse,correct,NY,correct,11203,10003,(718) 887-1183,correct,3970 Central Park West,correct,,3970 Central Park West,Syracuse,3970 Central Park West,NY,3970 Central Park West,10003,3970 Central Park West,060NY392701,correct,NY,correct,2023-11-27,EXPIRED:2023-11-27,Unknown,2023-10-26,False,correct,10,2237 Third Ave,UCSF School of Medicine,correct,UCLA Medical Center,not_found,2025-06-03,2024-10-11,229081281X,207RO0300X
PR_00287,not_found,6335331068,correct,Ahmed,correct,Williams,correct,DO,correct,"Ahmed Williams, DO",not_found,Internal Medicine,Y,783 Columbus Ave,correct,,783 Columbus Ave,Albany,correct,NY,correct,10002,correct,(212) 214-6523,correct,783 Columbus Ave,correct,,783 Columbus Ave,Albany,783 Columbus Ave,NY,783 Columbus Ave,10002,783 Columbus Ave,060NY154961,correct,NY,correct,2023-01-10,EXPIRED:2023-01-10,Yes,2022-03-10,True,correct,15,783 Columbus Ave,Stanford University School of Medicine,correct,Mayo Clinic,not_found,2025-06-09,2025-04-12,205907259X,207R00000X
PR_00288,not_found,3155206500,correct,Linda,correct,Kumar,correct,MD,correct,"Linda Kumar, MD",not_found,Psychiatry,Y,5287 Ventura Blvd,correct,Suite 654,5287 Ventura Blvd,San Jose,correct,CA,correct,95001,correct,(213) 417-8516,correct,5287 Ventura Blvd,correct,Suite 654,5287 Ventura Blvd,San Jose,5287 Ventura Blvd,CA,5287 Ventura Blvd,95001,5287 Ventura Blvd,A66083,correct,CA,correct,2023-09-05,EXPIRED:2023-09-05,Yes,2022-10-24,True,Psychiatry,18,5287 Ventura Blvd,University of Michigan Medical School,correct,UCLA Medical Center,correct,2025-08-11,2025-04-08,209037049X,207P00000X
PR_00289,not_found,1956252579,correct,Mohammed,correct,Wilson,correct,DO PhD,correct,"Mohammed Wilson, DO PhD",not_found,Emergency Medicine,Y,9812 First Ave,correct,,9812 First Ave,Brooklyn,correct,NY,correct,14201,correct,718  543.1289,correct,9812 First Ave,correct,,9812 First Ave,Brooklyn,9812 First Ave,NY,9812 First Ave,14201,9812 First Ave,060NY696854,correct,NY,correct,2023-12-18,EXPIRED:2023-12-18,Unknown,2023-10-15,False,correct,25,9812 First Ave,Yale School of Medicine,correct,Cleveland Clinic,not_found,2024-12-19,2025-02-17,278848693X,207P00000X
PR_00290,not_found,7432630391,correct,Ahmed,correct,Smith,correct,DO,correct,"Ahmed Smith, DO",not_found,Pathology,Y,2033 Lexington Ave,2033 Lexington Avenue,,2033 Lexington Avenue,Bronx,correct,NY,correct,11202,correct,(310) 956-6385,correct,2033 Lexington Ave,2033 Lexington Avenue,,2033 Lexington Avenue,Bronx,2033 Lexington Avenue,NY,2033 Lexington Avenue,11202,2033 Lexington Avenue,060NY162833,correct,NY,correct,2023-10-09,EXPIRED:2023-10-09,Yes,2023-10-02,False,correct,21,2033 Lexington Avenue,Harvard Medical School,correct,UCSF Medical Center,not_found,2024-10-06,2025-02-08,238715788X,207ZP0000X
PR_00291,not_found,9685270173,correct,Carlos,correct,Johnson,correct,DO,correct,"Carlos Johnson, DO",not_found,Psychiatry,Y,5428 Beverly Dr,correct,,5428 Beverly Dr,San Jose,correct,CA,correct,90004,correct,(718) 397-1853,correct,5428 Beverly Dr,correct,,5428 Beverly Dr,San Jose,5428 Beverly Dr,CA,5428 Beverly Dr,90004,5428 Beverly Dr,A97163,correct,CA,correct,2024-05-23,EXPIRED:2024-05-23,Unknown,2024-05-17,True,Psychiatry,14,5428 Beverly Dr,Johns Hopkins School of Medicine,correct,Johns Hopkins Hospital,correct,2025-06-06,2025-08-03,279541539X,207P00000X
PR_00292,not_found,4973471567,correct,Jessica,correct,Wilson,correct,DO,correct,"Jessica Wilson, DO",not_found,Anesthesiology,Y,6984 Central Park West,correct,Suite 302,6984 Central Park West,Syracuse,correct,NY,correct,10005,correct,(213) 371-8712,correct,6984 Central Park West,correct,Suite 302,6984 Central Park West,Syracuse,6984 Central Park West,NY,6984 Central Park West,10005,6984 Central Park West,060NY285006,correct,NY,correct,2024-05-24,EXPIRED:2024-05-24,No,2023-03-21,False,correct,33,6984 Central Park West,University of Michigan Medical School,correct,UCSF Medical Center,not_found,2025-06-15,2024-12-10,264693042X,207L00000X
PR_00293,not_found,4689715271,correct,John,correct,Harris,correct,DO PhD,correct,"John Harris, DO PhD",not_found,Pulmonology,Y,4919 Pico Blvd,correct,,4919 Pico Blvd,San Francisco,correct,CA,correct,94001,correct,917  358.4106,correct,4919 Pico Blvd,correct,,4919 Pico Blvd,San Francisco,4919 Pico Blvd,CA,4919 Pico Blvd,94001,4919 Pico Blvd,A70771,correct,CA,correct,2024-09-18,EXPIRED:2024-09-18,Yes,2023-10-21,True,Pulmonology,33,4919 Pico Blvd,NYU Grossman School of Medicine,correct,Mount Sinai Hospital,correct,2025-02-07,2025-06-15,255810437X,207RP1001X
PR_00294,not_found,7506633709,correct,Jennifer,correct,White,correct,DO PhD,correct,"Jennifer White, DO PhD",not_found,Endocrinology,Y,9639 Fifth Ave,correct,,9639 Fifth Ave,Yonkers,correct,NY,correct,10001,correct,(929) 846-1462,correct,9267 Madison Ave,9639 Fifth Ave,,9639 Fifth Ave,Bronx,9639 Fifth Ave,NY,9639 Fifth Ave,11202,9639 Fifth Ave,060NY908735,correct,NY,correct,2024-12-14,EXPIRED:2024-12-14,Unknown,2023-10-16,True,correct,17,9639 Fifth Ave,University of Michigan Medical School,correct,Mount Sinai Hospital,not_found,2024-09-19,2025-07-30,219779316X,207RE0101X
PR_00295,not_found,6264488695,correct,Thomas,correct,Thomas,correct,DO,correct,"Thomas Thomas, DO",not_found,Neurology,Y,1513 Columbus Ave,correct,,1513 Columbus Ave,YONKERS,correct,NY,correct,11202,correct,(347) 951-7743,correct,1513 Columbus Ave,correct,,1513 Columbus Ave,Yonkers,1513 Columbus Ave,NY,1513 Columbus Ave,11202,1513 Columbus Ave,060NY184251,correct,NY,correct,2025-11-27,correct,Unknown,2025-02-28,True,correct,7,1513 Columbus Ave,University of Michigan Medical School,correct,UCLA Medical Center,not_found,2025-06-21,2025-01-25,236107432X,207T00000X
PR_00296,not_found,6225223721,correct,Maria,correct,Wilson,correct,DO PhD,correct,"Maria Wilson, DO PhD",not_found,Anesthesiology,Y,106 Sunset Blvd,correct,Suite 892,106 Sunset Blvd,Santa Ana,correct,CA,correct,90001,correct,(323) 312-8383,correct,106 Sunset Blvd,correct,Suite 892,106 Sunset Blvd,Santa Ana,106 Sunset Blvd,CA,106 Sunset Blvd,90001,106 Sunset Blvd,A78807,correct,CA,correct,2025-05-03,EXPIRED:2025-05-03,Unknown,2024-09-11,True,Anesthesiology,12,106 Sunset Blvd,University of Pennsylvania Perelman School of Medicine,correct,Massachusetts General Hospital,correct,2025-06-01,2025-07-22,225754346X,207L00000X
PR_00297,not_found,3771004090,correct,Thomas,correct,Clark,correct,DO PhD,correct,"Thomas Clark, DO PhD",not_found,Otolaryngology,Y,1790 Sunset Blvd,correct,Suite 227,1790 Sunset Blvd,San Diego,correct,CA,correct,90005,correct,2122994458,correct,1790 Sunset Blvd,correct,Suite 227,1790 Sunset Blvd,San Diego,1790 Sunset Blvd,CA,1790 Sunset Blvd,90005,1790 Sunset Blvd,A54846,correct,CA,correct,2023-03-02,EXPIRED:2023-03-02,Unknown,2023-01-14,True,Otolaryngology,25,1790 Sunset Blvd,University of Michigan Medical School,correct,NewYork-Presbyterian Hospital,correct,2024-12-28,2025-07-19,263516094X,207Y00000X
PR_00298,not_found,1076209188,correct,Carlos,correct,Perez,correct,DO PhD,correct,"Carlos Perez, DO PhD",not_found,Radiology,Y,5621 Third Ave,correct,,5621 Third Ave,Bronx,correct,NY,correct,11201,correct,(347) 916-5072,correct,5621 Third Ave,correct,,5621 Third Ave,Bronx,5621 Third Ave,NY,5621 Third Ave,11201,5621 Third Ave,060NY160022,correct,NY,correct,2024-12-30,EXPIRED:2024-12-30,No,2023-02-06,False,correct,40,5621 Third Ave,UCSF School of Medicine,correct,UCSF Medical Center,not_found,2024-09-29,2025-05-26,225224200X,207R00000X
PR_00299,not_found,6716493287,correct,John,correct,Lee,correct,MD,correct,"John Lee, MD",not_found,Pathology,Y,750 Beverly Dr,correct,,750 Beverly Dr,Santa Ana,correct,CA,correct,90004,correct,(424) 933-9267,correct,750 Beverly Dr,correct,,750 Beverly Dr,Santa Ana,750 Beverly Dr,CA,750 Beverly Dr,90004,750 Beverly Dr,A90293,correct,CA,correct,2023-06-16,EXPIRED:2023-06-16,Yes,2022-07-03,True,Pathology,32,750 Beverly Dr,Stanford University School of Medicine,correct,NewYork-Presbyterian Hospital,correct,2024-09-23,2025-03-09,273651529X,207ZP0000X
PR_00300,not_found,0256434718,correct,Li,correct,Robinson,correct,DO,correct,"Li Robinson, DO",not_found,Gastroenterology,Y,1896 Santa Monica Blvd,correct,Suite 871,1896 Santa Monica Blvd,San Jose,correct,CA,correct,90004,correct,(626) 339-9757,correct,1896 Santa Monica Blvd,correct,Suite 871,1896 Santa Monica Blvd,San Jose,1896 Santa Monica Blvd,CA,1896 Santa Monica Blvd,90004,1896 Santa Monica Blvd,A21722,correct,CA,correct,2023-08-05,EXPIRED:2023-08-05,Unknown,2023-04-14,False,not_found,6,1896 Santa Monica Blvd,NYU Grossman School of Medicine,correct,Cleveland Clinic,correct,2024-11-12,2025-07-15,280621827X,207RG0100X
PR_00301,not_found,9319525699,correct,David,correct,Perez,correct,DO PhD,correct,"David Perez, DO PhD",not_found,Cardiology,Y,6253 Ventura Blvd,correct,Suite 218,6253 Ventura Blvd,Oakland,correct,CA,correct,90004,correct,818  201.6092,correct,6253 Ventura Blvd,correct,Suite 218,6253 Ventura Blvd,Oakland,6253 Ventura Blvd,CA,6253 Ventura Blvd,90004,6253 Ventura Blvd,A24599,correct,CA,correct,2023-07-02,EXPIRED:2023-07-02,Yes,2023-06-09,True,Cardiology,25,6253 Ventura Blvd,UCLA David Geffen School of Medicine,correct,UCLA Medical Center,correct,2025-02-28,2025-03-20,291174393X,207RC0000X
PR_00302,not_found,9420954819,correct,Fatima,correct,Rodriguez,correct,DO,correct,"Fatima Rodriguez, DO",not_found,Dermatology,Y,151 York Ave,correct,Suite 403,151 York Ave,Syracuse,correct,NY,correct,112**,correct,(347) 923-8836,correct,151 York Ave,correct,Suite 403,151 York Ave,Syracuse,151 York Ave,NY,151 York Ave,11201,151 York Ave,060NY624112,correct,NY,correct,2025-07-22,EXPIRED:2025-07-22,Unknown,2023-12-01,True,correct,32,151 York Ave,Columbia University Vagelos College of Physicians and Surgeons,correct,UCSF Medical Center,not_found,2025-08-03,2025-07-29,244713904X,207N00000X
PR_00303,not_found,6567566188,correct,Robert,correct,Wilson,correct,DO,correct,"Robert Wilson, DO",not_found,Ophthalmology,Y,862 Sunset Blvd,correct,Suite 934,862 Sunset Blvd,Santa Ana,correct,CA,correct,92001,correct,(818) 489-5626,correct,862 Sunset Blvd,correct,Suite 934,862 Sunset Blvd,Santa Ana,862 Sunset Blvd,CA,862 Sunset Blvd,92001,862 Sunset Blvd,A30865,correct,CA,correct,2023-02-14,EXPIRED:2023-02-14,Unknown,2022-03-02,True,Ophthalmology,36,862 Sunset Blvd,UCLA David Geffen School of Medicine,correct,Johns Hopkins Hospital,correct,2025-06-27,2025-08-03,243408507X,207W00000X
PR_00304,not_found,3059126627,correct,Carlos,correct,Zhang,correct,MD,correct,"Carlos Zhang, MD",not_found,Neurology,Y,4982 Santa Monica Blvd,correct,Suite 812,4982 Santa Monica Blvd,San Francisco,correct,CA,correct,95001,correct,(212) 298-6825,correct,4982 Santa Monica Blvd,correct,Suite 812,4982 Santa Monica Blvd,San Francisco,4982 Santa Monica Blvd,CA,4982 Santa Monica Blvd,95001,4982 Santa Monica Blvd,A28982,correct,CA,correct,2024-03-05,EXPIRED:2024-03-05,No,2023-03-17,True,Neurology,4,4982 Santa Monica Blvd,Stanford University School of Medicine,correct,UCLA Medical Center,correct,2024-11-03,2025-07-14,258226527X,207T00000X
PR_00305,not_found,7647501112,correct,Robert,correct,Sanchez,correct,DO,correct,"Robert Sanchez, DO",not_found,Pediatrics,Y,3947 Second Ave,correct,,3947 Second Ave,Syracuse,correct,NY,correct,10005,correct,(718) 700-9351,correct,3947 Second Ave,correct,,3947 Second Ave,Syracuse,3947 Second Ave,NY,3947 Second Ave,10005,3947 Second Ave,060NY784507,correct,NY,correct,2025-02-07,EXPIRED:2025-02-07,Yes,2023-06-10,True,correct,38,3947 Second Ave,University of Michigan Medical School,correct,Mount Sinai Hospital,not_found,2025-04-15,2024-12-21,293110307X,208000000X
PR_00306,not_found,0688871892,correct,Maria,correct,Miller,correct,DO,correct,"Maria Miller, DO",not_found,Oncology,Y,7106 Lexington Ave,correct,,7106 Lexington Ave,Queens,correct,NY,correct,10002,correct,(323) 930-3033,correct,7106 Lexington Ave,correct,,7106 Lexington Ave,Queens,7106 Lexington Ave,NY,7106 Lexington Ave,10002,7106 Lexington Ave,060NY933853,correct,NY,correct,2024-01-14,EXPIRED:2024-01-14,Yes,2022-10-12,True,correct,12,7106 Lexington Ave,University of Michigan Medical School,correct,Mayo Clinic,not_found,2025-08-31,2025-03-13,274453495X,207RO0300X
PR_00307,not_found,8458260347,correct,Elizabeth,correct,Lee,correct,MD,correct,"Elizabeth Lee, MD",not_found,Cardiology,Y,9423 Park Ave,9423 Park Avenue,,9423 Park Avenue,Queens,correct,NY,correct,10002,correct,(212) 731-5807,correct,9423 Park Ave,9423 Park Avenue,,9423 Park Avenue,Queens,9423 Park Avenue,NY,9423 Park Avenue,10002,9423 Park Avenue,060NY136705,correct,NY,correct,2023-06-23,EXPIRED:2023-06-23,Unknown,2022-03-25,False,correct,9,9423 Park Avenue,University of Michigan Medical School,correct,Mount Sinai Hospital,not_found,2024-09-12,2024-10-31,242001565X,207RC0000X
PR_00308,not_found,5429618448,correct,Susan,correct,Thompson,correct,DO,correct,"Susan Thompson, DO",not_found,Otolaryngology,Y,733 Hollywood Blvd,correct,Suite 976,733 Hollywood Blvd,Los Angeles,correct,CA,correct,90004,correct,(213) 865-3675,correct,733 Hollywood Blvd,correct,Suite 976,733 Hollywood Blvd,Los Angeles,733 Hollywood Blvd,CA,733 Hollywood Blvd,90004,733 Hollywood Blvd,A27590,correct,CA,correct,2024-03-18,EXPIRED:2024-03-18,No,2023-06-27,False,not_found,6,733 Hollywood Blvd,Columbia University Vagelos College of Physicians and Surgeons,correct,UCSF Medical Center,correct,2024-09-12,2025-05-30,219225877X,207Y00000X
PR_00309,not_found,2566093140,correct,Jessica,correct,Wilson,correct,MD,correct,"Jessica Wilson, MD",not_found,Gastroenterology,Y,4414 Hollywood Blvd,correct,,4414 Hollywood Blvd,Sacramento,correct,CA,correct,950**,correct,718- 744-2802,correct,4414 Hollywood Blvd,correct,,4414 Hollywood Blvd,Sacramento,4414 Hollywood Blvd,CA,4414 Hollywood Blvd,95001,4414 Hollywood Blvd,A89291,correct,CA,correct,2023-12-02,EXPIRED:2023-12-02,Unknown,2022-12-18,False,not_found,5,4414 Hollywood Blvd,NYU Grossman School of Medicine,correct,Johns Hopkins Hospital,correct,2025-03-01,2025-03-07,244763940X,207RG0100X
PR_00310,not_found,2849718591,correct,Carlos,correct,Moore,correct,DO,correct,"Carlos Moore, DO",not_found,Cardiology,Y,3699 Melrose Ave,correct,,3699 Melrose Ave,Los Angeles,correct,CA,correct,90002,correct,(347) 764-5440,correct,3699 Melrose Ave,correct,,3699 Melrose Ave,Los Angeles,3699 Melrose Ave,CA,3699 Melrose Ave,90002,3699 Melrose Ave,A59628,correct,CA,correct,2023-08-04,EXPIRED:2023-08-04,Unknown,2023-01-30,True,Cardiology,4,3699 Melrose Ave,Johns Hopkins School of Medicine,correct,UCLA Medical Center,correct,2025-02-15,2025-08-11,224249450X,207RC0000X
PR_00311,not_found,4053967275,correct,Patricia,correct,Sharma,correct,DO PhD,correct,"Patricia Sharma, DO PhD",not_found,Otolaryngology,Y,2091 Lexington Ave,correct,,2091 Lexington Ave,New York,correct,NY,correct,14201,correct,(929) 679-9228,correct,2091 Lexington Ave,correct,,2091 Lexington Ave,New York,2091 Lexington Ave,NY,2091 Lexington Ave,14201,2091 Lexington Ave,060NY249600,correct,NY,correct,2025-02-14,EXPIRED:2025-02-14,No,2025-01-25,False,correct,28,2091 Lexington Ave,Yale School of Medicine,correct,Cleveland Clinic,not_found,2025-03-30,2025-03-08,285313518X,207Y00000X
PR_00312,not_found,4870682775,correct,Li,correct,Garcia,correct,MD PhD,correct,"Li Garcia, MD PhD",not_found,Pediatrics,Y,5124 Fifth Ave,correct,,5124 Fifth Ave,Brooklyn,correct,NY,correct,10002,correct,(323) 901-9722,correct,5124 Fifth Ave,correct,,5124 Fifth Ave,Brooklyn,5124 Fifth Ave,NY,5124 Fifth Ave,10002,5124 Fifth Ave,060NY273133,correct,NY,correct,2023-04-28,EXPIRED:2023-04-28,Unknown,2022-01-07,True,correct,26,5124 Fifth Ave,Harvard Medical School,correct,Cleveland Clinic,not_found,2025-08-30,2025-07-16,295852942X,208000000X
PR_00313,not_found,0676251539,correct,Linda,correct,Sharma,correct,MD PhD,correct,"Linda Sharma, MD PhD",not_found,Pathology,Y,8653 Columbus Ave,8578 Park Ave,,8578 Park Ave,New York,Queens,NY,correct,14202,10002,(323) 984-2931,correct,8578 Park Ave,correct,,8578 Park Ave,Queens,8578 Park Ave,NY,8578 Park Ave,10002,8578 Park Ave,060NY239794,correct,NY,correct,2025-11-18,correct,No,2023-12-08,False,correct,31,8653 Columbus Ave,Columbia University Vagelos College of Physicians and Surgeons,correct,NewYork-Presbyterian Hospital,not_found,2025-05-16,2025-02-07,200299883X,207ZP0000X
